CustomerID,failed_traditional_credit,bnpl_usage_frequency,over_indebtedness_flag,financial_stress_score,external_repayment_loans,credit_card_interest_incidence,credit_limit_utilisation,payment_delinquency_count,impulsive_buying_score,financial_literacy_assessment,debt_accumulation_metric,return_dispute_incidents,demographic_risk_factor,bnpl_debt_ratio
CUST_0707,0,12,1,4,0,0,60,0,2,3,4.57,1,2,1.34
CUST_0708,1,13,1,10,0,0,10,4,2,9,4.4,1,3,0.12
CUST_0709,0,15,1,4,0,0,100,3,8,10,5.0,3,3,1.32
CUST_0710,0,14,1,4,0,1,30,5,8,9,1.22,3,4,1.77
CUST_0711,1,8,0,6,0,0,62,5,10,7,3.82,0,1,1.15
CUST_0712,0,7,0,8,1,0,25,4,6,10,2.93,3,1,0.71
CUST_0713,0,9,0,8,0,0,70,2,5,2,1.31,1,5,1.64
CUST_0714,0,4,0,5,1,1,63,5,8,7,4.91,2,3,1.57
CUST_0715,0,2,0,6,0,1,49,0,4,7,4.49,2,3,1.09
CUST_0716,1,7,0,4,0,0,35,3,4,5,0.64,0,2,0.31
CUST_0717,1,6,0,9,1,0,89,0,5,9,0.13,3,1,0.5
CUST_0718,1,1,0,8,0,0,74,2,1,3,3.44,0,2,1.48
CUST_0719,0,11,1,10,0,0,83,0,1,4,3.02,1,4,1.61
CUST_0720,1,9,0,10,1,1,73,0,2,1,4.68,3,5,0.56
CUST_0721,1,9,0,1,0,1,52,1,8,6,1.17,0,2,0.74
CUST_0722,0,12,1,2,0,1,26,0,7,4,0.42,2,1,0.16
CUST_0723,0,2,0,9,0,1,68,4,10,1,1.3,2,4,1.43
CUST_0724,1,3,0,8,1,0,32,3,9,2,0.09,0,3,0.01
CUST_0725,0,5,0,3,1,0,16,1,5,3,0.18,0,4,0.09
CUST_0726,1,5,0,8,1,1,53,3,2,9,4.57,0,2,0.01
CUST_0727,0,15,1,1,1,0,62,3,7,8,1.76,1,1,1.29
CUST_0728,1,1,0,10,0,1,80,2,8,7,2.05,1,2,0.83
CUST_0729,0,8,0,4,0,0,88,2,7,4,0.09,2,3,0.6
CUST_0730,0,12,1,3,1,0,43,1,7,1,1.35,1,3,1.83
CUST_0731,0,8,0,6,0,1,55,5,5,8,4.02,1,1,0.39
CUST_0732,1,4,0,7,0,0,77,2,2,4,3.08,3,5,0.78
CUST_0733,0,13,1,4,0,1,87,2,6,3,3.77,1,4,1.88
CUST_0734,0,7,0,7,0,1,87,2,4,9,2.24,3,4,0.85
CUST_0735,0,15,1,9,1,1,25,3,10,10,1.55,1,3,1.11
CUST_0736,1,15,1,2,0,1,80,1,2,4,2.41,2,2,0.16
CUST_0737,0,11,1,3,0,0,28,3,9,4,1.62,0,2,1.58
CUST_0738,1,10,0,5,0,1,11,4,7,9,4.19,2,5,0.85
CUST_0739,0,3,0,3,1,0,19,3,6,2,1.49,1,2,1.6
CUST_0740,0,6,0,8,0,0,59,4,5,5,3.3,0,4,0.51
CUST_0741,0,14,1,10,0,0,90,0,3,4,0.68,0,2,0.84
CUST_0742,0,10,0,8,1,0,21,0,10,9,3.43,0,5,1.57
CUST_0743,1,13,1,8,1,0,79,4,10,5,4.57,3,4,1.95
CUST_0744,0,10,0,9,0,0,31,4,4,9,3.04,2,2,0.12
CUST_0745,0,12,1,4,0,0,41,3,3,9,2.8,3,4,1.62
CUST_0746,1,14,1,5,0,1,93,4,8,2,4.81,0,3,0.6
CUST_0747,0,9,0,5,0,0,10,1,3,9,3.14,2,3,1.1
CUST_0748,0,1,0,8,0,1,63,0,7,3,1.3,2,3,0.58
CUST_0749,1,5,0,7,0,1,67,0,7,4,1.46,1,2,1.23
CUST_0750,0,4,0,9,0,1,79,5,7,1,3.53,3,5,0.71
CUST_0751,0,8,0,8,0,0,92,4,7,1,3.68,3,4,0.67
CUST_0752,1,11,1,2,1,1,27,2,2,1,1.52,1,1,0.08
CUST_0753,0,12,1,10,1,0,15,2,10,9,1.73,3,3,0.29
CUST_0754,0,1,0,4,1,1,54,4,3,8,4.96,0,3,1.83
CUST_0755,0,9,0,6,0,0,32,1,10,5,0.51,0,1,2.0
CUST_0756,1,6,0,2,0,1,32,2,9,5,2.02,3,1,1.56
CUST_0757,0,4,0,7,1,1,35,5,3,9,0.31,1,2,0.57
CUST_0758,0,12,1,3,0,0,86,4,2,3,4.11,2,4,0.8
CUST_0759,1,9,0,3,0,0,16,1,9,3,0.46,3,3,1.48
CUST_0760,1,11,1,2,0,1,88,1,10,7,3.37,2,5,1.94
CUST_0761,0,5,0,8,1,0,53,3,9,9,0.28,1,2,0.91
CUST_0762,0,15,1,6,1,1,36,1,4,6,3.36,2,2,1.66
CUST_0763,0,5,0,1,0,0,35,2,9,2,4.22,1,5,1.95
CUST_0764,1,12,1,1,0,0,88,2,3,1,1.99,1,5,1.75
CUST_0765,0,5,0,7,1,1,45,4,7,2,2.61,0,5,0.45
CUST_0766,0,1,0,8,0,1,64,4,7,1,2.01,0,1,0.02
CUST_0767,1,1,0,5,1,1,73,1,8,10,1.5,1,3,0.98
CUST_0768,1,8,0,5,1,0,100,5,10,10,4.02,3,1,1.06
CUST_0769,0,12,1,4,1,1,66,0,4,9,1.36,0,3,0.4
CUST_0770,1,8,0,6,0,0,78,3,3,10,3.61,1,1,0.57
CUST_0771,0,12,1,6,0,0,70,0,3,8,1.03,2,4,1.53
CUST_0772,1,15,1,3,0,1,11,1,5,7,1.25,2,3,0.94
CUST_0773,0,15,1,9,1,0,64,1,1,3,1.68,3,2,0.63
CUST_0774,0,6,0,7,1,0,89,0,10,8,2.95,2,3,1.25
CUST_0775,1,12,1,1,0,0,96,3,3,2,2.27,2,3,1.31
CUST_0776,0,11,1,7,0,1,47,0,6,2,3.73,1,3,1.54
CUST_0777,0,13,1,5,1,0,89,4,3,10,1.07,2,4,0.31
CUST_0778,1,4,0,5,1,1,87,2,5,3,0.05,2,1,1.48
CUST_0779,1,2,0,2,1,0,38,5,9,7,3.88,2,2,1.2
CUST_0780,0,14,1,4,0,0,35,4,2,1,4.11,2,1,0.12
CUST_0781,0,2,0,6,0,1,44,2,2,8,0.3,1,1,1.55
CUST_0782,0,9,0,10,1,0,88,5,6,7,3.05,2,5,0.77
CUST_0783,0,15,1,7,1,0,76,5,6,4,1.89,3,4,0.66
CUST_0784,0,5,0,5,0,0,96,5,8,5,3.97,0,5,0.9
CUST_0785,0,4,0,9,0,0,38,1,2,10,4.37,3,4,0.69
CUST_0786,1,10,0,3,0,1,43,5,9,1,4.26,0,1,0.68
CUST_0787,0,13,1,1,0,0,50,3,2,4,3.89,3,1,1.62
CUST_0788,0,1,0,4,0,1,50,0,1,1,1.35,0,4,0.25
CUST_0789,0,7,0,9,1,0,32,3,10,1,4.06,0,1,1.94
CUST_0790,1,3,0,4,0,0,80,0,2,10,2.67,0,1,1.11
CUST_0791,0,6,0,2,1,1,12,4,7,1,0.26,0,2,0.37
CUST_0792,0,5,0,10,0,0,67,4,8,7,2.28,1,5,0.26
CUST_0793,0,5,0,5,1,0,41,0,5,7,4.71,3,5,1.18
CUST_0794,0,11,1,3,1,0,40,3,6,4,4.44,0,5,1.27
CUST_0795,0,5,0,9,0,0,91,0,1,2,0.51,3,3,0.11
CUST_0796,1,1,0,4,0,0,52,5,6,3,3.72,2,2,0.49
CUST_0797,1,1,0,6,0,0,16,1,8,8,4.03,0,5,1.59
CUST_0798,0,3,0,2,0,0,10,4,3,8,1.36,3,5,0.1
CUST_0799,0,14,1,6,1,0,70,1,1,6,2.36,1,2,1.71
CUST_0800,1,12,1,3,1,0,23,5,4,10,3.55,3,1,1.32
CUST_0801,1,10,0,9,0,0,61,5,1,9,2.2,0,5,0.87
CUST_0802,0,4,0,2,0,0,15,4,8,9,0.56,2,1,0.69
CUST_0803,0,5,0,9,0,1,19,4,5,4,3.53,3,5,0.04
CUST_0804,0,2,0,5,1,1,80,5,1,1,4.56,2,4,1.65
CUST_0805,0,8,0,8,0,0,99,2,8,1,3.26,1,3,0.29
CUST_0806,1,11,1,2,0,1,39,1,9,10,3.87,3,5,0.62
CUST_0807,1,11,1,6,1,0,30,1,10,5,1.79,3,4,1.14
CUST_0808,1,14,1,3,1,0,69,2,2,2,0.92,1,2,0.49
CUST_0809,0,2,0,10,0,0,90,3,9,6,3.21,1,4,0.99
CUST_0810,0,9,0,5,1,0,83,1,8,7,1.64,1,2,1.62
CUST_0811,1,2,0,8,0,0,72,0,7,1,4.3,0,5,0.94
CUST_0812,1,13,1,10,0,0,51,5,3,6,0.61,0,2,1.9
CUST_0813,0,9,0,1,1,0,60,5,2,8,2.17,3,4,1.7
CUST_0814,1,7,0,5,1,1,73,2,7,5,1.98,3,3,0.67
CUST_0815,1,15,1,3,0,0,85,1,5,7,4.69,3,1,0.8
CUST_0816,0,8,0,4,0,0,65,3,6,10,0.77,2,1,0.85
CUST_0817,0,15,1,2,0,1,89,1,4,6,0.05,1,3,1.25
CUST_0818,0,11,1,9,0,0,50,5,2,4,1.19,3,1,0.57
CUST_0819,0,2,0,3,0,0,41,4,9,7,4.1,1,5,1.94
CUST_0820,0,7,0,2,0,1,24,0,3,10,1.05,0,5,1.22
CUST_0821,1,12,1,10,0,1,71,2,7,9,1.2,1,4,0.8
CUST_0822,0,6,0,9,1,1,36,4,8,10,0.65,2,4,1.29
CUST_0823,0,4,0,7,1,1,37,3,2,10,3.58,2,2,0.79
CUST_0824,0,7,0,6,1,1,90,4,6,7,0.35,1,4,1.64
CUST_0825,0,14,1,1,0,1,73,4,8,5,1.66,2,5,1.14
CUST_0826,1,13,1,5,1,0,68,3,7,7,1.41,2,4,0.08
CUST_0827,0,4,0,3,1,0,67,4,3,3,2.78,0,1,0.35
CUST_0828,0,2,0,1,1,0,11,2,1,2,3.65,3,2,1.73
CUST_0829,1,10,0,4,1,0,45,5,6,5,2.66,2,2,1.13
CUST_0830,0,12,1,2,1,1,80,1,8,4,4.66,3,5,1.9
CUST_0831,0,7,0,2,0,0,22,4,6,5,4.76,1,4,0.14
CUST_0832,0,8,0,3,0,0,24,2,5,8,1.81,1,1,0.59
CUST_0833,0,2,0,8,1,0,98,1,8,4,3.89,2,4,0.39
CUST_0834,0,5,0,8,1,1,96,1,2,9,3.69,1,3,1.11
CUST_0835,0,1,0,7,1,0,69,4,1,7,4.46,0,4,0.77
CUST_0836,0,7,0,6,0,1,31,2,1,10,2.24,2,5,0.31
CUST_0837,1,8,0,9,0,0,72,5,4,7,2.65,2,4,1.29
CUST_0838,0,13,1,4,0,0,99,4,6,8,2.08,2,2,1.07
CUST_0839,0,6,0,1,1,0,84,3,9,6,4.25,1,1,0.55
CUST_0840,0,5,0,8,0,0,83,1,1,8,1.15,1,5,0.96
CUST_0841,0,15,1,7,0,1,34,4,1,3,1.2,2,3,1.49
CUST_0842,0,6,0,7,0,1,57,1,5,10,1.86,3,1,0.41
CUST_0843,0,15,1,3,0,0,52,2,10,10,1.15,1,1,0.59
CUST_0844,1,2,0,4,1,0,47,0,5,1,2.81,1,2,0.69
CUST_0845,0,1,0,10,1,0,50,4,5,6,0.67,2,2,1.49
CUST_0846,0,7,0,9,1,1,54,5,10,1,1.6,3,2,1.69
CUST_0847,0,7,0,6,0,1,97,4,6,9,4.57,2,5,0.75
CUST_0848,1,10,0,5,1,0,49,1,8,2,2.05,1,4,0.59
CUST_0849,0,11,1,3,0,0,26,2,3,2,3.74,2,1,1.78
CUST_0850,0,10,0,9,1,1,97,3,9,7,0.57,2,4,2.0
CUST_0851,0,14,1,5,0,0,66,5,1,2,1.24,2,4,1.34
CUST_0852,1,2,0,5,0,0,11,2,4,10,4.04,3,2,1.98
CUST_0853,0,2,0,4,1,0,71,4,9,8,3.81,2,4,1.32
CUST_0854,1,1,0,4,1,0,97,3,8,6,1.93,1,1,1.47
CUST_0855,0,10,0,1,0,1,18,2,10,7,4.77,2,1,0.78
CUST_0856,0,8,0,7,1,1,77,0,9,7,4.55,3,3,0.87
CUST_0857,0,15,1,9,0,0,90,5,1,6,4.81,0,5,0.29
CUST_0858,0,8,0,3,0,0,26,1,9,10,2.14,3,4,1.65
CUST_0859,0,1,0,2,0,0,59,2,3,9,0.99,2,5,1.86
CUST_0860,0,12,1,3,0,0,49,2,10,9,3.13,0,5,1.25
CUST_0861,1,11,1,1,0,0,67,0,9,7,3.42,2,5,0.69
CUST_0862,0,8,0,6,0,0,84,4,1,9,0.63,3,5,0.31
CUST_0863,0,9,0,7,0,0,94,5,1,10,3.93,0,1,0.53
CUST_0864,0,14,1,2,1,0,30,5,9,3,0.09,0,4,0.51
CUST_0865,0,4,0,8,0,0,27,1,6,3,2.41,2,3,1.23
CUST_0866,0,1,0,6,1,0,64,2,4,1,1.66,2,5,1.89
CUST_0867,0,1,0,4,0,0,38,3,7,5,3.7,3,3,0.1
CUST_0868,0,3,0,5,1,0,33,2,5,4,1.56,2,1,0.0
CUST_0869,1,15,1,8,0,1,83,1,10,2,4.13,0,1,1.2
CUST_0870,1,14,1,3,0,0,26,2,7,9,2.97,1,2,0.57
CUST_0871,0,5,0,3,0,0,27,0,8,3,3.97,1,5,1.76
CUST_0872,0,5,0,4,0,1,51,2,8,8,4.95,3,2,0.65
CUST_0873,0,9,0,1,0,1,93,2,1,6,3.4,2,3,0.58
CUST_0874,0,10,0,9,1,0,54,3,8,5,4.92,3,4,0.54
CUST_0875,0,14,1,8,1,1,91,0,6,1,0.14,1,2,0.29
CUST_0876,0,12,1,8,1,0,26,0,4,4,1.69,1,1,1.16
CUST_0877,1,2,0,10,1,0,82,2,8,3,0.54,2,5,0.34
CUST_0878,0,2,0,6,0,0,23,5,3,1,1.31,0,3,0.85
CUST_0879,0,6,0,7,0,1,58,3,4,5,4.19,2,1,0.92
CUST_0880,0,15,1,6,0,1,38,2,6,6,0.16,1,4,0.04
CUST_0881,0,9,0,9,0,0,13,2,7,2,2.6,0,5,0.03
CUST_0882,0,1,0,3,0,0,91,1,4,3,2.84,3,4,1.04
CUST_0883,0,9,0,3,0,0,29,1,4,6,2.81,1,4,1.39
CUST_0884,0,9,0,3,0,0,56,5,7,4,2.38,3,5,1.88
CUST_0885,1,13,1,10,0,0,18,3,6,9,3.95,0,5,0.36
CUST_0886,0,9,0,3,1,1,86,4,8,5,0.67,3,4,0.21
CUST_0887,0,5,0,9,1,1,88,1,1,4,1.55,1,3,0.1
CUST_0888,0,13,1,4,0,1,36,4,10,2,3.08,2,5,0.87
CUST_0889,0,15,1,7,1,1,24,0,7,6,3.45,3,1,1.25
CUST_0890,0,9,0,9,1,0,28,1,7,10,2.02,1,2,1.68
CUST_0891,1,11,1,7,0,1,99,1,7,2,4.38,1,3,1.37
CUST_0892,1,4,0,9,0,0,61,3,7,7,2.08,0,5,0.42
CUST_0893,1,2,0,3,0,0,35,5,10,3,2.01,1,5,0.92
CUST_0894,0,13,1,4,1,0,98,4,10,9,0.18,2,3,1.82
CUST_0895,0,6,0,8,1,0,35,1,8,5,2.76,2,2,0.65
CUST_0896,0,14,1,6,0,0,35,1,9,8,3.54,3,4,1.0
CUST_0897,0,4,0,5,0,0,55,3,9,6,0.57,3,1,1.92
CUST_0898,1,6,0,4,0,1,58,3,2,10,1.53,3,5,1.47
CUST_0899,0,3,0,8,0,0,91,5,7,8,3.91,3,2,1.5
CUST_0900,0,6,0,1,0,0,62,4,7,3,1.83,2,1,0.5
CUST_0901,0,2,0,9,1,1,12,0,4,3,1.21,0,3,0.83
CUST_0902,0,2,0,1,1,0,75,5,9,5,3.36,3,5,0.16
CUST_0903,0,13,1,8,1,0,51,0,8,10,0.98,0,4,1.21
CUST_0904,0,9,0,4,1,0,28,2,1,3,4.48,1,3,0.21
CUST_0905,0,7,0,9,1,0,26,1,2,8,0.53,1,5,1.67
CUST_0906,1,3,0,5,0,0,42,4,2,10,3.53,3,2,1.63
CUST_0907,1,13,1,3,1,0,85,5,8,8,2.5,1,1,1.07
CUST_0908,0,11,1,9,0,0,58,1,1,2,4.35,0,1,0.28
CUST_0909,0,1,0,9,1,0,65,4,4,4,0.63,0,5,0.05
CUST_0910,0,8,0,4,0,0,72,4,10,10,3.39,1,3,1.59
CUST_0911,0,14,1,4,1,0,12,4,5,1,2.86,3,4,1.2
CUST_0912,0,6,0,8,0,0,58,1,9,4,2.4,0,2,1.42
CUST_0913,0,7,0,2,0,1,64,5,7,4,2.46,0,5,0.61
CUST_0914,0,9,0,9,0,0,35,3,8,10,3.61,2,2,1.02
CUST_0915,0,5,0,6,0,0,81,1,9,9,4.69,3,1,1.49
CUST_0916,0,15,1,9,1,1,61,4,7,3,0.46,2,4,0.93
CUST_0917,0,1,0,8,1,0,16,5,5,2,0.1,1,2,1.2
CUST_0918,1,12,1,7,0,0,55,2,5,9,4.03,1,5,1.58
CUST_0919,1,10,0,1,0,0,55,0,10,9,0.54,2,4,0.43
CUST_0920,0,7,0,3,0,1,25,4,6,1,4.93,3,3,0.13
CUST_0921,1,15,1,2,0,1,33,2,5,6,3.1,0,5,1.06
CUST_0922,0,5,0,5,0,0,70,3,9,10,3.25,1,2,0.12
CUST_0923,1,3,0,5,1,1,63,4,3,8,0.99,3,4,1.53
CUST_0924,1,12,1,5,0,0,71,2,3,3,1.2,3,5,1.44
CUST_0925,0,13,1,4,0,0,10,4,7,9,3.3,1,4,1.76
CUST_0926,0,9,0,5,0,0,58,1,7,2,4.55,1,4,1.28
CUST_0927,0,1,0,3,0,0,34,5,6,6,4.91,3,4,0.13
CUST_0928,0,1,0,1,0,1,19,2,3,1,0.99,0,2,0.51
CUST_0929,0,1,0,5,1,0,89,5,7,7,0.67,2,5,1.62
CUST_0930,0,3,0,9,0,0,25,1,5,3,0.28,1,1,0.33
CUST_0931,0,12,1,9,0,1,67,1,7,7,4.34,2,1,1.4
CUST_0932,1,6,0,4,0,0,81,5,2,4,1.47,3,2,1.56
CUST_0933,1,10,0,3,0,0,38,2,6,9,0.01,2,2,0.66
CUST_0934,0,11,1,1,0,0,15,5,8,5,1.12,0,4,0.64
CUST_0935,0,3,0,2,1,1,25,5,1,3,1.7,3,5,1.12
CUST_0936,0,8,0,8,1,1,29,0,4,8,4.95,0,5,1.72
CUST_0937,0,14,1,1,0,0,89,2,1,6,2.62,3,3,0.45
CUST_0938,1,14,1,8,0,1,80,0,1,2,1.02,0,3,1.88
CUST_0939,0,10,0,7,0,0,87,4,10,3,1.67,3,1,1.2
CUST_0940,0,2,0,8,0,1,52,5,8,8,1.65,0,3,1.98
CUST_0941,0,14,1,6,1,0,35,4,7,10,0.1,3,3,0.18
CUST_0942,0,9,0,9,1,0,99,2,10,7,0.68,0,1,0.25
CUST_0943,0,3,0,3,0,1,87,5,1,10,3.48,3,1,1.65
CUST_0944,1,5,0,10,0,0,80,4,2,6,0.6,0,3,1.73
CUST_0945,0,10,0,4,0,0,42,3,4,1,1.15,1,5,0.89
CUST_0946,0,8,0,6,1,0,35,1,1,9,1.75,2,3,1.43
CUST_0947,0,2,0,8,1,1,54,5,3,3,3.79,3,4,1.74
CUST_0948,1,6,0,5,0,0,93,1,8,5,2.91,0,4,0.09
CUST_0949,1,12,1,3,0,0,72,0,8,7,3.44,1,4,1.15
CUST_0950,0,5,0,6,1,0,76,4,8,7,2.84,3,2,1.71
CUST_0951,0,13,1,4,0,0,61,0,6,3,3.42,3,4,0.8
CUST_0952,0,10,0,9,0,0,77,5,6,4,0.01,3,5,0.6
CUST_0953,0,9,0,3,0,1,35,1,5,10,4.65,2,2,1.59
CUST_0954,1,12,1,4,1,1,84,1,9,7,0.55,0,2,0.67
CUST_0955,0,5,0,7,0,0,11,4,4,8,2.03,0,4,0.01
CUST_0956,0,2,0,7,0,0,23,5,10,2,3.86,3,3,1.92
CUST_0957,0,5,0,4,1,0,39,3,7,9,2.18,3,1,1.18
CUST_0958,0,15,1,6,0,0,58,3,1,7,4.73,3,3,1.64
CUST_0959,0,12,1,3,0,1,21,4,9,8,2.34,1,3,1.65
CUST_0960,1,4,0,6,0,0,99,5,7,6,4.37,3,2,0.13
CUST_0961,0,15,1,2,0,0,53,4,10,6,4.05,2,2,0.34
CUST_0962,0,11,1,8,1,1,42,5,9,9,4.9,0,2,0.62
CUST_0963,0,7,0,2,0,0,22,0,7,4,4.63,2,5,0.64
CUST_0964,0,6,0,7,0,0,87,4,2,5,4.49,3,5,1.32
CUST_0965,0,14,1,9,0,0,97,5,6,9,3.66,1,1,1.25
CUST_0966,0,2,0,1,1,1,35,3,10,1,1.83,3,2,0.99
CUST_0967,1,12,1,8,1,1,30,5,4,4,0.53,3,4,0.42
CUST_0968,0,11,1,7,0,0,37,5,3,7,3.44,3,2,0.76
CUST_0969,0,11,1,6,0,1,57,4,2,9,4.89,3,5,1.09
CUST_0970,0,13,1,6,1,0,49,0,6,10,3.63,3,2,0.94
CUST_0971,0,5,0,6,0,0,75,0,8,6,4.64,0,5,0.25
CUST_0972,1,7,0,9,1,0,82,0,6,8,4.02,2,2,1.3
CUST_0973,1,11,1,2,1,0,96,0,9,9,0.82,1,4,0.15
CUST_0974,0,7,0,1,1,0,88,2,5,10,1.25,3,1,0.76
CUST_0975,0,15,1,6,0,0,86,4,2,4,1.71,1,4,1.42
CUST_0976,0,5,0,10,0,0,32,1,8,1,0.84,0,5,0.04
CUST_0977,0,12,1,8,1,0,90,4,9,8,2.91,2,3,1.14
CUST_0978,0,15,1,3,0,0,57,2,10,2,4.88,3,4,0.67
CUST_0979,0,9,0,10,0,1,11,0,4,1,3.81,0,2,0.02
CUST_0980,0,4,0,1,1,0,93,2,6,7,2.12,0,1,0.38
CUST_0981,0,11,1,9,1,0,29,3,10,10,0.02,2,2,1.88
CUST_0982,1,3,0,1,0,0,68,3,8,9,1.57,3,2,1.04
CUST_0983,0,15,1,3,0,0,55,4,9,9,2.63,2,4,1.99
CUST_0984,0,4,0,8,0,1,12,4,5,3,1.62,2,1,1.05
CUST_0985,1,5,0,3,1,0,64,1,6,6,0.56,1,3,1.09
CUST_0986,0,13,1,4,1,0,21,1,4,7,2.21,1,2,0.78
CUST_0987,0,6,0,8,0,1,49,3,5,10,1.27,2,1,0.62
CUST_0988,0,3,0,1,0,0,75,0,7,9,4.55,1,3,0.5
CUST_0989,0,2,0,6,1,0,87,2,9,2,0.51,0,2,0.69
CUST_0990,1,14,1,1,0,0,25,1,10,8,0.25,2,1,0.92
CUST_0991,1,13,1,1,0,1,92,5,6,7,0.03,3,4,0.38
CUST_0992,0,4,0,8,1,0,43,1,6,4,1.64,3,2,0.45
CUST_0993,0,5,0,4,0,0,53,0,8,2,3.3,0,2,0.54
CUST_0994,0,4,0,1,1,0,15,0,4,8,3.65,3,1,0.9
CUST_0995,0,14,1,10,0,0,86,4,3,5,2.27,3,2,1.31
CUST_0996,0,11,1,7,0,0,73,2,7,6,3.42,2,3,1.71
CUST_0997,1,13,1,5,1,0,31,0,5,7,1.8,0,2,0.57
CUST_0998,0,15,1,5,0,0,27,1,2,10,3.34,2,5,0.37
CUST_0999,1,12,1,1,1,1,21,1,2,1,0.2,0,3,0.76
CUST_1000,0,3,0,10,0,1,61,3,6,8,1.95,2,1,1.79
